dt,high
2010-08-19,70.14
2010-08-20,68.7
2010-08-23,69.0
2010-08-24,66.57
2010-08-25,65.75
2010-08-26,65.83
2010-08-27,66.68
2010-08-30,66.47
2010-08-31,65.73
2010-09-01,67.58
2010-09-02,67.44
2010-09-03,68.56
2010-09-07,68.41
2010-09-08,68.94
2010-09-09,69.45
2010-09-10,69.15
2010-09-13,69.8
2010-09-14,69.31
2010-09-15,68.7
2010-09-16,68.68
2010-09-17,69.63
2010-09-20,70.62
2010-09-21,71.22
2010-09-22,71.21
2010-09-23,70.57
2010-09-24,71.68
2010-09-27,71.46
2010-09-28,71.8
2010-09-29,71.78
2010-09-30,72.94
2010-10-01,72.03
2010-10-04,72.03
2010-10-05,72.824
2010-10-06,72.95
2010-10-07,73.05
2010-10-08,73.2
2010-10-11,73.11
2010-10-12,73.27
2010-10-13,74.6
2010-10-14,74.2
2010-10-15,74.87
2010-10-18,74.9
2010-10-19,74.18
2010-10-20,74.28
2010-10-21,75.58
2010-10-22,75.25
2010-10-25,75.57
2010-10-26,74.8199
2010-10-27,74.54
2010-10-28,75.38
2010-10-29,74.88
2010-11-01,75.7731
2010-11-02,75.62
2010-11-03,75.53
2010-11-04,76.9
2010-11-05,76.89
2010-11-08,76.91
2010-11-09,76.78
2010-11-10,76.62
2010-11-11,75.95
2010-11-12,75.22
2010-11-15,75.73
2010-11-16,74.94
2010-11-17,74.07
2010-11-18,75.5
2010-11-19,75.41
2010-11-22,75.49
2010-11-23,74.48
2010-11-24,76.21
2010-11-26,75.68
2010-11-29,75.08
2010-11-30,75.69
2010-12-01,78.49
2010-12-02,79.3625
2010-12-03,78.81
2010-12-06,78.8
2010-12-07,79.41
2010-12-08,79.02
2010-12-09,78.21
2010-12-10,78.83
2010-12-13,78.84
2010-12-14,79.01
2010-12-15,79.41
2010-12-16,79.25
2010-12-17,79.08
2010-12-20,79.5
2010-12-21,79.47
2010-12-22,79.7
2010-12-23,79.6
2010-12-27,79.4
2010-12-28,79.57
2010-12-29,79.665
2010-12-30,79.12
2010-12-31,78.82
2011-01-03,79.42
2011-01-04,79.48
2011-01-05,79.557
2011-01-06,79.75
2011-01-07,79.69
2011-01-10,78.69
2011-01-11,79.18
2011-01-12,79.9
2011-01-13,79.76
2011-01-14,79.31
2011-01-18,79.75
2011-01-19,80.0
2011-01-20,79.91
2011-01-21,80.5
2011-01-24,81.54
2011-01-25,81.73
2011-01-26,81.95
2011-01-27,82.99
2011-01-28,83.08
2011-01-31,81.99
2011-02-01,82.06
2011-02-02,82.54
2011-02-03,82.31
2011-02-04,82.6
2011-02-07,83.82
2011-02-08,83.94
2011-02-09,84.0
2011-02-10,85.15
2011-02-11,85.46
2011-02-14,85.44
2011-02-15,85.11
2011-02-16,85.125
2011-02-17,85.0
2011-02-18,85.03
2011-02-22,84.69
2011-02-23,84.25
2011-02-24,83.38
2011-02-25,83.55
2011-02-28,84.2011
2011-03-01,84.03
2011-03-02,82.54
2011-03-03,84.2494
2011-03-04,83.81
2011-03-07,83.71
2011-03-08,84.05
2011-03-09,83.2
2011-03-10,82.26
2011-03-11,81.62
2011-03-14,81.23
2011-03-15,80.01
2011-03-16,79.6
2011-03-17,79.9
2011-03-18,80.91
2011-03-21,82.02
2011-03-22,81.53
2011-03-23,82.2575
2011-03-24,82.9
2011-03-25,83.59
2011-03-28,84.1001
2011-03-29,84.25
2011-03-30,84.57
2011-03-31,85.11
2011-04-01,85.95
2011-04-04,85.71
2011-04-05,85.6
2011-04-06,85.99
2011-04-07,86.0
2011-04-08,85.97
2011-04-11,85.56
2011-04-12,84.77
2011-04-13,84.77
2011-04-14,84.02
2011-04-15,84.2
2011-04-18,82.63
2011-04-19,82.47
2011-04-20,86.85
2011-04-21,87.27
2011-04-25,87.09
2011-04-26,88.455
2011-04-27,88.12
2011-04-28,89.44
2011-04-29,89.8
2011-05-02,90.67
2011-05-03,90.48
2011-05-04,90.34
2011-05-05,89.54
2011-05-06,90.56
2011-05-09,90.18
2011-05-10,90.12
2011-05-11,90.18
2011-05-12,89.7
2011-05-13,90.02
2011-05-16,89.25
2011-05-17,88.9
2011-05-18,87.47
2011-05-19,88.66
2011-05-20,88.12
2011-05-23,86.52
2011-05-24,86.31
2011-05-25,86.72
2011-05-26,86.59
2011-05-27,86.75
2011-05-31,87.79
2011-06-01,87.53
2011-06-02,84.55
2011-06-03,83.62
2011-06-06,84.05
2011-06-07,84.15
2011-06-08,83.63
2011-06-09,84.52
2011-06-10,83.8599
2011-06-13,83.23
2011-06-14,84.42
2011-06-15,83.95
2011-06-16,84.645
2011-06-17,85.26
2011-06-20,85.88
2011-06-21,86.1
2011-06-22,86.21
2011-06-23,85.19
2011-06-24,85.27
2011-06-27,85.78
2011-06-28,86.59
2011-06-29,87.25
2011-06-30,88.74
2011-07-01,90.53
2011-07-05,90.57
2011-07-06,90.61
2011-07-07,91.83
2011-07-08,90.97
2011-07-11,89.92
2011-07-12,89.46
2011-07-13,89.34
2011-07-14,89.1599
2011-07-15,88.6
2011-07-18,88.13
2011-07-19,89.56
2011-07-20,87.66
2011-07-21,89.0
2011-07-22,88.91
2011-07-25,87.87
2011-07-26,87.24
2011-07-27,85.6
2011-07-28,84.37
2011-07-29,83.73
2011-08-01,83.82
2011-08-02,82.14399999999999
2011-08-03,79.5
2011-08-04,78.43
2011-08-05,76.05
2011-08-08,73.34
2011-08-09,71.63
2011-08-10,70.22
2011-08-11,70.65
2011-08-12,72.56
2011-08-15,73.7
2011-08-16,73.88
2011-08-17,72.94
2011-08-18,70.02
2011-08-19,69.05
2011-08-22,69.29
2011-08-23,69.86
2011-08-24,71.59
2011-08-25,72.63
2011-08-26,72.04
2011-08-29,74.02
2011-08-30,74.33
2011-08-31,75.37
2011-09-01,75.28
2011-09-02,71.88
2011-09-06,70.66
2011-09-07,72.97
2011-09-08,73.44
2011-09-09,71.93
2011-09-12,71.22
2011-09-13,72.73
2011-09-14,74.75
2011-09-15,75.71
2011-09-16,76.24
2011-09-19,75.88
2011-09-20,76.95
2011-09-21,77.58
2011-09-22,70.49
2011-09-23,69.74
2011-09-26,71.71
2011-09-27,74.86
2011-09-28,74.27
2011-09-29,73.3
2011-09-30,71.99
2011-10-03,70.92
2011-10-04,69.68
2011-10-05,69.94
2011-10-06,71.03
2011-10-07,72.38
2011-10-10,73.75
2011-10-11,74.01
2011-10-12,75.0
2011-10-13,74.92
2011-10-14,74.85
2011-10-17,74.57
2011-10-18,74.92
2011-10-19,74.78
2011-10-20,74.65
2011-10-21,75.84
2011-10-24,76.91
2011-10-25,76.35
2011-10-26,76.85
2011-10-27,79.97
2011-10-28,79.92
2011-10-31,79.17
2011-11-01,76.26
2011-11-02,77.39
2011-11-03,78.65
2011-11-04,78.22
2011-11-07,78.34899999999999
2011-11-08,79.0
2011-11-09,77.65
2011-11-10,78.12
2011-11-11,80.36
2011-11-14,79.73
2011-11-15,79.8
2011-11-16,78.9
2011-11-17,77.42
2011-11-18,76.42
2011-11-21,74.84
2011-11-22,73.95
2011-11-23,72.43
2011-11-25,72.01
2011-11-28,73.58
2011-11-29,73.89
2011-11-30,76.93
2011-12-01,77.15
2011-12-02,78.32
2011-12-05,78.11
2011-12-06,77.0
2011-12-07,76.6301
2011-12-08,76.12899999999999
2011-12-09,76.58
2011-12-12,75.76
2011-12-13,75.96
2011-12-14,74.2
2011-12-15,74.03
2011-12-16,74.31
2011-12-19,73.28
2011-12-20,74.66
2011-12-21,74.91
2011-12-22,73.8387
2011-12-23,74.24
2011-12-27,74.59
2011-12-28,74.07
2011-12-29,73.87
2011-12-30,73.97
2012-01-03,75.64
2012-01-04,75.2495
2012-01-05,74.72
2012-01-06,74.51899999999999
2012-01-09,74.5
2012-01-10,76.35
2012-01-11,76.97
2012-01-12,77.51
2012-01-13,76.74
2012-01-17,78.22
2012-01-18,77.86
2012-01-19,77.85
2012-01-20,77.77
2012-01-23,77.54
2012-01-24,77.8
2012-01-25,78.66
2012-01-26,78.86
2012-01-27,77.87
2012-01-30,77.63
2012-01-31,78.75
2012-02-01,80.38
2012-02-02,80.63
2012-02-03,81.5
2012-02-06,80.81
2012-02-07,80.49
2012-02-08,81.86
2012-02-09,84.31
2012-02-10,83.5
2012-02-13,85.2
2012-02-14,84.65
2012-02-15,84.68
2012-02-16,83.33
2012-02-17,84.19
2012-02-21,84.635
2012-02-22,84.3
2012-02-23,84.64
2012-02-24,84.54
2012-02-27,84.12
2012-02-28,83.79
2012-02-29,84.32
2012-03-01,84.44
2012-03-02,84.645
2012-03-05,84.195
2012-03-06,82.7
2012-03-07,82.87
2012-03-08,83.99
2012-03-09,83.915
2012-03-12,84.23
2012-03-13,86.73
2012-03-14,86.9
2012-03-15,87.5
2012-03-16,87.35799999999999
2012-03-19,85.72
2012-03-20,84.09
2012-03-21,83.52
2012-03-22,82.41
2012-03-23,82.29
2012-03-26,83.52
2012-03-27,83.5
2012-03-28,83.26
2012-03-29,82.38
2012-03-30,83.27
2012-04-02,83.57
2012-04-03,83.11
2012-04-04,82.09
2012-04-05,82.16
2012-04-09,80.82
2012-04-10,80.07
2012-04-11,80.03
2012-04-12,81.46
2012-04-13,80.93
2012-04-16,80.96
2012-04-17,81.6
2012-04-18,81.45
2012-04-19,81.58
2012-04-20,81.54
2012-04-23,80.25
2012-04-24,80.75
2012-04-25,81.08
2012-04-26,81.36
2012-04-27,82.1
2012-04-30,82.46
2012-05-01,82.24
2012-05-02,81.67
2012-05-03,81.74
2012-05-04,80.72
2012-05-07,79.42
2012-05-08,79.0
2012-05-09,77.91
2012-05-10,77.92
2012-05-11,78.02
2012-05-14,76.6
2012-05-15,77.05
2012-05-16,76.22
2012-05-17,74.68
2012-05-18,73.6
2012-05-21,73.75
2012-05-22,74.8
2012-05-23,74.24
2012-05-24,74.21
2012-05-25,73.84
2012-05-29,75.13
2012-05-30,74.56
2012-05-31,74.77
2012-06-01,73.28
2012-06-04,72.07
2012-06-05,71.37
2012-06-06,73.66
2012-06-07,76.09
2012-06-08,75.74
2012-06-11,76.38
2012-06-12,74.6
2012-06-13,74.45
2012-06-14,74.73
2012-06-15,74.5
2012-06-18,75.25
2012-06-19,77.0
2012-06-20,76.7198
2012-06-21,77.05
2012-06-22,75.48
2012-06-25,74.7
2012-06-26,74.0
2012-06-27,74.28
2012-06-28,73.59
2012-06-29,75.57
2012-07-02,76.13
2012-07-03,75.95
2012-07-05,75.92
2012-07-06,74.78
2012-07-09,74.61
2012-07-10,75.97
2012-07-11,74.08
2012-07-12,72.39
2012-07-13,73.66
2012-07-16,73.57
2012-07-17,74.3
2012-07-18,75.18
2012-07-19,76.0
2012-07-20,75.46
2012-07-23,73.76
2012-07-24,73.33
2012-07-25,73.24
2012-07-26,75.31
2012-07-27,74.98
2012-07-30,75.5803
2012-07-31,75.08
2012-08-01,75.37
2012-08-02,74.79
2012-08-03,77.2479
2012-08-06,77.6799
2012-08-07,78.51
2012-08-08,78.455
2012-08-09,77.53
2012-08-10,77.92
2012-08-13,77.88
2012-08-14,78.26
2012-08-15,78.17
2012-08-16,79.11
2012-08-17,80.4
2012-08-20,81.19
2012-08-21,80.54
2012-08-22,79.95
2012-08-23,79.6
2012-08-24,80.2
2012-08-27,81.11
2012-08-28,80.94
2012-08-29,80.8599
2012-08-30,79.88
2012-08-31,80.48
2012-09-04,80.07
2012-09-05,78.32
2012-09-06,79.71
2012-09-07,80.34
2012-09-10,79.59
2012-09-11,79.37
2012-09-12,79.37
2012-09-13,80.89
2012-09-14,82.5
2012-09-17,82.56
2012-09-18,82.0
2012-09-19,81.78
2012-09-20,81.5
2012-09-21,81.35
2012-09-24,80.43
2012-09-25,80.24
2012-09-26,79.06
2012-09-27,79.0
2012-09-28,78.41
2012-10-01,79.37
2012-10-02,78.99
2012-10-03,78.76
2012-10-04,79.23
2012-10-05,79.27
2012-10-08,78.53
2012-10-09,78.49
2012-10-10,77.39
2012-10-11,77.15
2012-10-12,76.33
2012-10-15,76.55
2012-10-16,77.71
2012-10-17,78.77
2012-10-18,79.36
2012-10-19,79.14
2012-10-22,78.85
2012-10-23,78.5
2012-10-24,78.31
2012-10-25,78.6
2012-10-26,78.435
2012-10-31,79.18
2012-11-01,80.39
2012-11-02,79.9
2012-11-05,78.33
2012-11-06,80.26
2012-11-07,79.47
2012-11-08,77.7
2012-11-09,76.6
2012-11-12,77.19
2012-11-13,77.79
2012-11-14,76.798
2012-11-15,75.33
2012-11-16,75.69
2012-11-19,76.73
2012-11-20,76.815
2012-11-21,77.84
2012-11-23,78.78
2012-11-26,78.76
2012-11-27,79.0
2012-11-28,80.0
2012-11-29,80.2
2012-11-30,80.36
2012-12-03,81.35
2012-12-04,80.72
2012-12-05,80.75
2012-12-06,80.9
2012-12-07,81.36
2012-12-10,81.33
2012-12-11,81.66
2012-12-12,81.91
2012-12-13,81.38
2012-12-14,80.75
2012-12-17,80.26
2012-12-18,82.46
2012-12-19,83.57
2012-12-20,83.64
2012-12-21,82.87
2012-12-24,82.8
2012-12-26,82.44
2012-12-27,82.45
2012-12-28,81.82
2012-12-31,82.25399999999999
2013-01-02,84.0
2013-01-03,84.46
2013-01-04,84.99
2013-01-07,84.99
2013-01-08,84.71
2013-01-09,85.31
2013-01-10,85.02
2013-01-11,85.49
2013-01-14,85.97
2013-01-15,86.13
2013-01-16,85.81
2013-01-17,86.5999
2013-01-18,87.36
2013-01-22,87.5
2013-01-23,88.38
2013-01-24,88.96
2013-01-25,89.81
2013-01-28,90.0
2013-01-29,89.86
2013-01-30,89.72
2013-01-31,89.1
2013-02-01,90.11
2013-02-04,90.75
2013-02-05,90.6
2013-02-06,89.53
2013-02-07,89.95
2013-02-08,90.89
2013-02-11,90.32
2013-02-12,90.08
2013-02-13,89.82
2013-02-14,90.0
2013-02-15,90.78
2013-02-19,91.51
2013-02-20,91.1945
2013-02-21,89.81
2013-02-22,90.49
2013-02-25,90.95
2013-02-26,89.53
2013-02-27,90.76
2013-02-28,91.32
2013-03-01,90.75
2013-03-04,89.71
2013-03-05,91.29
2013-03-06,91.86
2013-03-07,91.89
2013-03-08,92.91
2013-03-11,93.1
2013-03-12,93.24
2013-03-13,93.43
2013-03-14,93.45
2013-03-15,93.5
2013-03-18,93.58
2013-03-19,93.66
2013-03-20,94.0
2013-03-21,93.31
2013-03-22,93.64
2013-03-25,94.0
2013-03-26,93.48
2013-03-27,92.76
2013-03-28,93.73
2013-04-01,93.41
2013-04-02,93.54
2013-04-03,93.97
2013-04-04,93.8
2013-04-05,92.75
2013-04-08,93.72
2013-04-09,94.58
2013-04-10,95.699
2013-04-11,95.84
2013-04-12,95.69
2013-04-15,95.48
2013-04-16,94.82
2013-04-17,93.89
2013-04-18,93.11
2013-04-19,93.29
2013-04-22,94.06
2013-04-23,94.25
2013-04-24,93.07
2013-04-25,93.19
2013-04-26,92.21
2013-04-29,91.79
2013-04-30,92.23
2013-05-01,91.65
2013-05-02,92.19
2013-05-03,93.48
2013-05-06,93.83
2013-05-07,93.9
2013-05-08,94.38
2013-05-09,95.585
2013-05-10,95.25
2013-05-13,95.3175
2013-05-14,95.96700000000001
2013-05-15,95.88
2013-05-16,95.8099
2013-05-17,97.4
2013-05-20,97.72
2013-05-21,98.15
2013-05-22,98.18
2013-05-23,95.97
2013-05-24,95.27
2013-05-28,96.62
2013-05-29,95.63
2013-05-30,96.51
2013-05-31,96.61
2013-06-03,95.75
2013-06-04,95.42
2013-06-05,94.03
2013-06-06,93.14
2013-06-07,94.62
2013-06-10,94.82
2013-06-11,94.63
2013-06-12,94.84
2013-06-13,94.46
2013-06-14,94.85
2013-06-17,95.84
2013-06-18,96.42
2013-06-19,96.4
2013-06-20,93.47
2013-06-21,93.05
2013-06-24,92.47
2013-06-25,92.44
2013-06-26,93.38
2013-06-27,93.59
2013-06-28,93.84
2013-07-01,95.23
2013-07-02,95.11
2013-07-03,95.11
2013-07-05,96.63
2013-07-08,97.77
2013-07-09,98.53
2013-07-10,98.1
2013-07-11,99.78
2013-07-12,100.7
2013-07-15,100.5
2013-07-16,100.66
2013-07-17,101.0
2013-07-18,101.48
2013-07-19,102.5
2013-07-22,103.53
2013-07-23,105.66
2013-07-24,105.5
2013-07-25,105.09
2013-07-26,105.06
2013-07-29,105.21
2013-07-30,106.01
2013-07-31,106.55
2013-08-01,107.85
2013-08-02,107.86
2013-08-05,107.38
2013-08-06,106.45
2013-08-07,106.21
2013-08-08,107.16
2013-08-09,106.49
2013-08-12,105.72
2013-08-13,107.39
2013-08-14,106.65
2013-08-15,104.175
2013-08-16,103.7188
2013-08-19,103.43
2013-08-20,102.94
2013-08-21,102.48
2013-08-22,104.0
2013-08-23,103.75
2013-08-26,103.4789
2013-08-27,101.82
2013-08-28,100.375
2013-08-29,100.895
2013-08-30,100.79
2013-09-03,103.13
2013-09-04,103.41
2013-09-05,104.13
2013-09-06,104.398
2013-09-09,104.8
2013-09-10,106.41
2013-09-11,107.83
2013-09-12,109.13
2013-09-13,108.38
2013-09-16,110.0
2013-09-17,111.47
2013-09-18,111.09
2013-09-19,112.46
2013-09-20,112.19
2013-09-23,110.84
2013-09-24,110.6
2013-09-25,110.89
2013-09-26,110.38
2013-09-27,109.57
2013-09-30,109.01
2013-10-01,108.48
2013-10-02,106.76
2013-10-03,104.975
2013-10-04,104.62
2013-10-07,104.75
2013-10-08,104.475
2013-10-09,103.39
2013-10-10,105.91
2013-10-11,107.03
2013-10-14,107.07
2013-10-15,106.91
2013-10-16,107.14
2013-10-17,108.16
2013-10-18,108.44
2013-10-21,107.94
2013-10-22,108.56
2013-10-23,106.92
2013-10-24,107.49
2013-10-25,107.53
2013-10-28,107.24
2013-10-29,106.45
2013-10-30,107.23
2013-10-31,107.24
2013-11-01,107.73
2013-11-04,108.44
2013-11-05,108.26
2013-11-06,108.98
2013-11-07,109.27
2013-11-08,108.59
2013-11-11,108.73
2013-11-12,107.97
2013-11-13,107.54
2013-11-14,108.97
2013-11-15,109.0
2013-11-18,109.91
2013-11-19,109.49
2013-11-20,109.67
2013-11-21,109.85
2013-11-22,110.33
2013-11-25,110.99
2013-11-26,111.5
2013-11-27,111.9
2013-11-29,111.61
2013-12-02,111.4
2013-12-03,110.53
2013-12-04,109.56
2013-12-05,109.58
2013-12-06,111.2
2013-12-09,111.55
2013-12-10,111.61
2013-12-11,111.25
2013-12-12,108.93
2013-12-13,107.89
2013-12-16,109.12
2013-12-17,109.13
2013-12-18,109.85
2013-12-19,109.99
2013-12-20,111.13
2013-12-23,111.47
2013-12-24,111.6
2013-12-26,112.76
2013-12-27,113.04
2013-12-30,112.9
2013-12-31,113.94
2014-01-02,113.21
2014-01-03,113.51
2014-01-06,113.84
2014-01-07,113.97
2014-01-08,113.94
2014-01-09,114.23
2014-01-10,114.71
2014-01-13,114.35
2014-01-14,113.41
2014-01-15,114.28
2014-01-16,114.39
2014-01-17,114.67
2014-01-21,115.98
2014-01-22,118.2
2014-01-23,115.92
2014-01-24,114.35
2014-01-27,114.81
2014-01-28,113.93
2014-01-29,114.05
2014-01-30,115.27
2014-01-31,114.93
2014-02-03,114.74
2014-02-04,110.02
2014-02-05,108.89
2014-02-06,109.5
2014-02-07,111.17
2014-02-10,111.68
2014-02-11,113.2
2014-02-12,112.86
2014-02-13,113.58
2014-02-14,114.14
2014-02-18,114.11
2014-02-19,115.28
2014-02-20,115.4
2014-02-21,116.08
2014-02-24,117.58
2014-02-25,116.67
2014-02-26,116.79
2014-02-27,116.63
2014-02-28,117.905
2014-03-03,117.1
2014-03-04,118.17
2014-03-05,118.42
2014-03-06,118.2
2014-03-07,118.4
2014-03-10,118.4
2014-03-11,117.82
2014-03-12,115.83
2014-03-13,116.5
2014-03-14,114.35
2014-03-17,114.88
2014-03-18,115.29
2014-03-19,115.1
2014-03-20,114.5
2014-03-21,117.6
2014-03-24,115.2
2014-03-25,115.24
2014-03-26,116.29
2014-03-27,114.7
2014-03-28,115.44
2014-03-31,116.96
2014-04-01,118.0
2014-04-02,120.13
2014-04-03,120.08
2014-04-04,120.49
2014-04-07,118.66
2014-04-08,116.35
2014-04-09,117.07
2014-04-10,117.41
2014-04-11,115.21
2014-04-14,115.3
2014-04-15,116.08
2014-04-16,118.09
2014-04-17,119.29
2014-04-21,119.06
2014-04-22,120.66
2014-04-23,119.94
2014-04-24,120.08
2014-04-25,118.85
2014-04-28,118.37899999999999
2014-04-29,118.35
2014-04-30,118.83
2014-05-01,118.52
2014-05-02,117.4199
2014-05-05,117.15
2014-05-06,116.62
2014-05-07,117.07
2014-05-08,118.09
2014-05-09,117.28
2014-05-12,118.75
2014-05-13,119.19
2014-05-14,118.57
2014-05-15,117.25
2014-05-16,116.22
2014-05-19,115.57
2014-05-20,115.13
2014-05-21,114.96
2014-05-22,115.51
2014-05-23,115.66
2014-05-27,116.33
2014-05-28,116.55
2014-05-29,116.65
2014-05-30,116.79
2014-06-02,117.55
2014-06-03,118.22
2014-06-04,117.98
2014-06-05,118.4
2014-06-06,118.89
2014-06-09,120.19
2014-06-10,119.84
2014-06-11,118.69
2014-06-12,118.24
2014-06-13,117.27
2014-06-16,117.21
2014-06-17,117.36
2014-06-18,117.47
2014-06-19,117.74
2014-06-20,118.28
2014-06-23,117.93
2014-06-24,116.99
2014-06-25,116.34
2014-06-26,116.22
2014-06-27,116.58
2014-06-30,116.39
2014-07-01,116.47
2014-07-02,115.98
2014-07-03,116.0
2014-07-07,115.8
2014-07-08,115.1
2014-07-09,114.5
2014-07-10,113.92
2014-07-11,114.55
2014-07-14,115.35
2014-07-15,116.25
2014-07-16,115.27
2014-07-17,114.11
2014-07-18,113.655
2014-07-21,113.5
2014-07-22,114.0
2014-07-23,110.91
2014-07-24,110.19
2014-07-25,109.2
2014-07-28,109.17
2014-07-29,109.25
2014-07-30,108.15
2014-07-31,106.569
2014-08-01,105.81
2014-08-04,105.34
2014-08-05,105.72
2014-08-06,104.55
2014-08-07,104.57
2014-08-08,105.98
2014-08-11,106.85
2014-08-12,105.8
2014-08-13,105.77
2014-08-14,106.05
2014-08-15,106.36
2014-08-18,108.12
2014-08-19,108.58
2014-08-20,109.87
2014-08-21,110.22
2014-08-22,109.94
2014-08-25,110.15
2014-08-26,110.17
2014-08-27,110.34
2014-08-28,109.23
2014-08-29,109.35
2014-09-02,109.07
2014-09-03,110.0
2014-09-04,109.65
2014-09-05,109.51
2014-09-08,108.94
2014-09-09,108.98
2014-09-10,109.22
2014-09-11,108.73
2014-09-12,108.64
2014-09-15,108.47
2014-09-16,108.86
2014-09-17,108.95
2014-09-18,108.66
2014-09-19,109.2
2014-09-22,108.46
2014-09-23,106.48
2014-09-24,106.25
2014-09-25,106.06
2014-09-26,105.375
2014-09-29,105.49
2014-09-30,106.21
2014-10-01,105.25
2014-10-02,103.97
2014-10-03,104.5799
2014-10-06,105.5412
2014-10-07,103.99
2014-10-08,102.7
2014-10-09,102.71
2014-10-10,100.77
2014-10-13,100.955
2014-10-14,101.11
2014-10-15,99.59
2014-10-16,100.09
2014-10-17,101.98
2014-10-20,101.77
2014-10-21,104.15
2014-10-22,103.11
2014-10-23,103.94
2014-10-24,103.87
2014-10-27,104.3
2014-10-28,106.52
2014-10-29,107.27
2014-10-30,106.41
2014-10-31,107.95
2014-11-03,107.5
2014-11-04,107.288
2014-11-05,108.44
2014-11-06,108.83
2014-11-07,109.07
2014-11-10,109.23
2014-11-11,109.15
2014-11-12,108.26
2014-11-13,108.97
2014-11-14,108.42
2014-11-17,107.73
2014-11-18,109.09
2014-11-19,108.82
2014-11-20,108.86
2014-11-21,110.61
2014-11-24,111.7
2014-11-25,112.26
2014-11-26,111.99
2014-11-28,110.8
2014-12-01,110.28
2014-12-02,110.73
2014-12-03,111.42
2014-12-04,111.221
2014-12-05,111.65
2014-12-08,114.55
2014-12-09,115.0
2014-12-10,115.03
2014-12-11,114.855
2014-12-12,113.66
2014-12-15,113.45
2014-12-16,114.7
2014-12-17,114.34
2014-12-18,116.95
2014-12-19,117.19
2014-12-22,117.2
2014-12-23,118.02
2014-12-24,117.93
2014-12-26,117.8
2014-12-29,117.34
2014-12-30,116.89
2014-12-31,116.898
2015-01-02,115.64
2015-01-05,115.46
2015-01-06,113.04
2015-01-07,113.34
2015-01-08,115.0
2015-01-09,115.13
2015-01-12,114.75
2015-01-13,116.835
